Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFG%,WFGM3,WFGA3,WFG3%,WFTM,WFTA,WFT%,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFG%,LFGM3,LFGA3,LFG3%,LFTM,LFTA,LFT%,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2009,143,1163,72,1345,60,N,0,25,56,0.446,3,8,0.375,19,30,0.633,14,34,19,13,6,6,12,24,66,0.364,6,23,0.261,6,11,0.545,9,24,12,9,7,2,26
2009,143,1281,102,1272,91,N,0,33,62,0.532,6,16,0.375,30,45,0.667,12,25,17,12,9,3,24,35,69,0.507,3,15,0.200,18,32,0.563,15,25,16,14,8,6,25
2009,143,1338,60,1462,55,N,0,22,65,0.338,4,15,0.267,12,19,0.632,18,26,9,9,9,3,13,21,64,0.328,5,23,0.217,8,10,0.800,17,27,9,10,4,7,17
2009,143,1437,77,1181,54,N,0,27,64,0.422,4,18,0.222,19,23,0.826,13,36,9,12,5,5,23,16,60,0.267,5,27,0.185,17,24,0.708,8,26,7,11,8,2,24
2009,144,1257,103,1112,64,N,0,38,66,0.576,14,29,0.483,13,14,0.929,11,25,29,9,10,3,15,24,63,0.381,7,24,0.292,9,13,0.692,15,17,15,14,5,1,13
2009,144,1277,67,1242,62,N,0,23,59,0.390,5,15,0.333,16,17,0.941,13,18,17,13,13,2,16,24,53,0.453,3,12,0.250,11,13,0.846,13,24,11,19,7,4,17
2009,144,1314,98,1211,77,N,0,36,68,0.529,11,19,0.579,15,27,0.556,11,31,23,9,8,4,17,27,58,0.466,7,23,0.304,16,23,0.696,4,27,10,12,6,5,19
2009,144,1328,84,1393,71,N,0,32,59,0.542,9,21,0.429,11,18,0.611,15,21,19,18,11,3,14,27,60,0.450,7,24,0.292,10,14,0.714,14,15,13,18,10,2,10
2009,145,1163,82,1281,75,N,0,27,53,0.509,2,12,0.167,26,32,0.813,11,36,15,17,3,8,13,32,76,0.421,5,18,0.278,6,12,0.500,12,20,21,6,10,1,24
2009,145,1437,78,1338,76,N,0,25,56,0.446,6,20,0.300,22,23,0.957,13,20,9,13,6,5,24,25,52,0.481,5,18,0.278,21,29,0.724,10,18,14,11,4,3,18
2009,146,1277,64,1257,52,N,0,24,52,0.462,8,16,0.500,8,11,0.727,13,24,19,12,7,1,22,18,47,0.383,6,16,0.375,10,18,0.556,11,18,12,12,7,5,15
2009,146,1314,72,1328,60,N,0,26,51,0.510,5,14,0.357,15,16,0.938,6,21,13,12,9,2,19,24,54,0.444,2,19,0.105,10,16,0.625,12,19,9,16,6,0,20
2009,152,1277,82,1163,73,N,0,31,72,0.431,6,19,0.316,14,20,0.700,18,24,18,11,11,3,25,25,59,0.424,2,6,0.333,21,33,0.636,16,26,8,16,5,7,18
2009,152,1314,83,1437,69,N,0,25,62,0.403,11,22,0.500,22,37,0.595,14,34,16,12,6,6,20,26,79,0.329,5,27,0.185,12,16,0.750,22,31,8,12,7,3,26
2009,154,1314,89,1277,72,N,0,28,61,0.459,5,12,0.417,28,40,0.700,11,24,13,7,9,0,22,22,55,0.400,7,23,0.304,21,29,0.724,13,29,13,21,1,5,28
2010,134,1115,61,1457,44,N,0,17,44,0.386,6,16,0.375,21,28,0.750,10,29,12,10,3,7,16,16,55,0.291,2,21,0.095,10,18,0.556,14,20,5,7,3,5,22
2010,136,1124,68,1358,59,N,0,26,59,0.441,5,20,0.250,11,17,0.647,8,39,18,14,8,2,18,23,68,0.338,6,31,0.194,7,13,0.538,8,29,20,11,7,1,20
2010,136,1139,77,1431,59,N,0,23,50,0.460,13,31,0.419,18,28,0.643,8,24,14,10,6,1,13,24,57,0.421,4,18,0.222,7,9,0.778,6,24,15,14,8,1,24
2010,136,1140,99,1196,92,N,2,32,65,0.492,10,23,0.435,25,32,0.781,10,23,11,12,12,2,17,34,78,0.436,10,32,0.313,14,19,0.737,20,25,15,21,7,4,24
2010,136,1242,90,1250,74,N,0,38,69,0.551,9,21,0.429,5,10,0.500,14,27,17,14,10,11,18,25,62,0.403,7,19,0.368,17,21,0.810,13,20,11,13,6,4,16
2010,136,1243,82,1317,62,N,0,31,61,0.508,7,18,0.389,13,20,0.650,17,23,12,11,9,10,25,17,55,0.309,5,19,0.263,23,31,0.742,19,17,8,16,2,0,17
2010,136,1246,100,1190,71,N,0,31,60,0.517,15,33,0.455,23,34,0.676,11,33,27,14,8,11,24,23,64,0.359,4,17,0.235,21,37,0.568,15,25,11,14,11,1,23
2010,136,1293,66,1435,65,N,0,25,60,0.417,7,15,0.467,9,17,0.529,15,24,13,11,4,4,21,22,50,0.440,4,12,0.333,17,29,0.586,10,23,15,10,4,4,17
2010,136,1307,62,1285,57,N,0,22,53,0.415,5,20,0.250,13,23,0.565,10,21,14,6,8,3,14,22,54,0.407,6,21,0.286,7,12,0.583,11,26,17,12,5,2,21
2010,136,1320,69,1424,66,N,0,20,45,0.444,9,19,0.474,20,23,0.870,13,22,11,16,7,2,16,25,58,0.431,9,22,0.409,7,12,0.583,15,13,12,8,9,2,20
2010,136,1325,97,1207,83,N,0,32,55,0.582,13,23,0.565,20,26,0.769,8,18,15,12,6,3,18,31,61,0.508,8,22,0.364,13,19,0.684,14,17,14,18,5,5,21
2010,136,1330,51,1323,50,N,0,20,48,0.417,3,13,0.231,8,12,0.667,9,22,11,8,7,2,9,21,59,0.356,6,26,0.231,2,3,0.667,16,22,12,10,6,2,14
2010,136,1388,80,1350,71,N,0,26,53,0.491,8,19,0.421,20,28,0.714,19,21,11,13,5,3,15,25,53,0.472,10,21,0.476,11,13,0.846,4,13,10,9,6,2,23
2010,136,1397,62,1361,59,N,0,20,52,0.385,8,17,0.471,14,18,0.778,13,19,10,11,3,3,19,20,52,0.385,3,18,0.167,16,21,0.762,11,22,10,10,3,6,16
2010,136,1437,73,1352,70,N,1,18,51,0.353,6,22,0.273,31,40,0.775,11,18,9,16,13,10,19,22,55,0.400,5,20,0.250,21,26,0.808,11,24,8,21,10,2,31
2010,136,1448,81,1400,80,N,1,30,70,0.429,6,18,0.333,15,24,0.625,20,39,15,20,2,4,24,26,69,0.377,8,24,0.333,20,33,0.606,10,24,11,5,11,4,20
2010,136,1449,80,1266,78,N,0,30,55,0.545,9,14,0.643,11,16,0.688,7,21,21,12,4,6,15,27,51,0.529,12,19,0.632,12,15,0.800,5,17,16,13,8,1,17
2010,137,1143,77,1257,62,N,0,26,51,0.510,8,15,0.533,17,22,0.773,7,21,17,14,8,3,14,26,60,0.433,5,19,0.263,5,9,0.556,15,22,13,15,9,1,19
2010,137,1165,78,1396,65,N,0,27,48,0.563,9,23,0.391,15,19,0.789,10,20,10,11,7,2,12,27,52,0.519,5,17,0.294,6,9,0.667,7,13,14,11,3,4,20
2010,137,1181,73,1115,44,N,0,24,47,0.511,6,13,0.462,19,28,0.679,13,28,12,14,5,4,12,17,53,0.321,4,19,0.211,6,7,0.857,9,15,8,16,7,4,19
2010,137,1210,64,1329,59,N,0,19,44,0.432,2,10,0.200,24,25,0.960,10,22,11,13,8,1,15,22,44,0.500,6,22,0.273,9,13,0.692,3,14,12,11,8,1,20
2010,137,1211,67,1199,60,N,0,21,42,0.500,3,10,0.300,22,30,0.733,6,32,11,15,5,5,19,21,59,0.356,6,20,0.300,12,20,0.600,11,21,15,8,7,4,22
2010,137,1268,89,1222,77,N,0,32,68,0.471,4,17,0.235,21,25,0.840,17,33,18,10,2,4,20,25,60,0.417,7,20,0.350,20,32,0.625,9,20,7,6,6,1,19
2010,137,1277,70,1308,67,N,0,20,53,0.377,7,19,0.368,23,33,0.697,14,26,16,9,5,4,22,23,57,0.404,8,21,0.381,13,22,0.591,15,25,8,11,7,3,23
2010,137,1281,86,1155,78,N,0,30,58,0.517,5,17,0.294,21,29,0.724,9,21,21,9,15,3,16,28,63,0.444,12,24,0.500,10,14,0.714,18,23,14,20,2,1,22
2010,137,1326,68,1364,51,N,0,21,52,0.404,10,22,0.455,16,18,0.889,8,30,14,9,5,12,12,20,62,0.323,6,19,0.316,5,7,0.714,12,23,11,9,6,2,16
2010,137,1338,89,1324,66,N,0,30,56,0.536,4,12,0.333,25,36,0.694,9,29,18,15,10,1,26,19,57,0.333,4,21,0.190,24,32,0.750,11,21,8,17,8,1,25
2010,137,1345,72,1373,64,N,0,27,59,0.458,5,17,0.294,13,19,0.684,6,32,21,14,8,7,14,23,70,0.329,3,12,0.250,15,18,0.833,15,30,9,14,7,1,16
2010,137,1393,79,1436,56,N,0,30,55,0.545,10,22,0.455,9,11,0.818,13,27,24,16,8,8,14,23,66,0.348,5,22,0.227,5,10,0.500,16,13,13,9,8,1,11
2010,137,1401,69,1429,53,N,0,25,51,0.490,8,18,0.444,11,14,0.786,7,32,12,11,4,1,13,24,62,0.387,5,20,0.250,0,4,0.000,10,21,8,9,4,3,18
2010,137,1452,77,1288,50,N,0,24,58,0.414,4,15,0.267,25,31,0.806,14,35,20,9,7,4,16,18,61,0.295,3,19,0.158,11,20,0.550,13,25,3,12,6,7,22
2010,137,1458,53,1459,49,N,0,20,54,0.370,1,9,0.111,12,19,0.632,10,20,3,4,7,0,14,20,48,0.417,3,7,0.429,6,13,0.462,11,26,7,11,1,2,15
2010,137,1462,65,1278,54,N,0,23,67,0.343,7,20,0.350,12,19,0.632,20,30,15,6,6,3,16,19,62,0.306,7,26,0.269,9,14,0.643,16,25,14,8,2,11,18
2010,138,1124,76,1330,68,N,0,28,54,0.519,8,20,0.400,12,17,0.706,11,19,15,13,8,6,19,23,53,0.434,6,13,0.462,16,22,0.727,14,17,16,14,9,3,18
2010,138,1139,54,1293,52,N,0,18,50,0.360,7,20,0.350,11,19,0.579,7,15,10,6,6,1,14,19,44,0.432,9,14,0.643,5,12,0.417,11,28,12,18,3,3,17
2010,138,1243,84,1140,72,N,0,23,56,0.411,11,27,0.407,27,30,0.900,15,24,14,15,7,3,20,21,53,0.396,5,16,0.313,25,28,0.893,9,20,12,13,7,2,24
2010,138,1246,90,1448,60,N,0,38,63,0.603,7,21,0.333,7,17,0.412,14,28,21,11,6,6,21,21,64,0.328,2,15,0.133,16,26,0.615,19,15,12,11,6,3,17
2010,138,1320,69,1242,67,N,0,22,55,0.400,9,26,0.346,16,19,0.842,11,19,11,9,9,1,16,24,54,0.444,6,23,0.261,13,18,0.722,14,24,9,15,5,3,19
2010,138,1388,75,1437,68,N,0,24,48,0.500,7,19,0.368,20,26,0.769,6,27,6,12,2,3,12,25,69,0.362,7,19,0.368,11,11,1.000,15,17,9,7,5,2,18
2010,138,1397,83,1325,68,N,0,34,60,0.567,5,14,0.357,10,18,0.556,11,30,21,16,8,3,22,22,58,0.379,10,26,0.385,14,26,0.538,14,19,15,14,9,1,17
2010,138,1449,82,1307,64,N,0,32,66,0.485,8,17,0.471,10,20,0.500,12,28,21,5,6,7,18,26,66,0.394,5,17,0.294,7,17,0.412,13,25,7,11,1,1,18
2010,139,1165,87,1458,69,N,0,33,54,0.611,8,15,0.533,13,16,0.813,9,20,14,8,8,1,14,24,49,0.490,8,25,0.320,13,17,0.765,8,13,13,10,6,1,16
2010,139,1181,68,1143,53,N,0,27,57,0.474,3,17,0.176,11,17,0.647,11,23,11,5,4,5,15,19,48,0.396,3,12,0.250,12,16,0.750,9,24,6,11,3,1,18
2010,139,1277,85,1268,83,N,0,32,58,0.552,10,18,0.556,11,14,0.786,13,29,18,19,3,5,19,29,66,0.439,9,19,0.474,16,20,0.800,10,14,20,6,8,0,14
2010,139,1326,75,1210,66,N,0,25,51,0.490,8,21,0.381,17,23,0.739,7,22,17,18,8,3,17,24,58,0.414,4,20,0.200,14,19,0.737,12,21,14,21,12,0,24
2010,139,1345,63,1401,61,N,1,26,63,0.413,6,17,0.353,5,6,0.833,5,34,11,12,12,6,18,23,65,0.354,5,17,0.294,10,17,0.588,14,31,14,14,8,3,13
2010,139,1393,87,1211,65,N,0,29,53,0.547,12,25,0.480,17,23,0.739,8,30,17,15,4,2,17,25,60,0.417,3,21,0.143,12,20,0.600,11,16,14,11,8,3,18
2010,139,1452,68,1281,59,N,0,19,47,0.404,5,15,0.333,25,33,0.758,13,28,12,10,4,5,16,20,61,0.328,7,21,0.333,12,20,0.600,17,21,13,7,6,8,23
2010,139,1462,71,1338,68,N,0,24,50,0.480,8,16,0.500,15,23,0.652,5,26,9,7,4,3,16,25,64,0.391,7,21,0.333,11,18,0.611,15,25,12,9,4,4,18
2010,143,1139,63,1393,59,N,0,21,52,0.404,6,24,0.250,15,21,0.714,5,23,9,7,13,2,15,21,48,0.438,7,19,0.368,10,14,0.714,8,30,12,18,4,1,16
2010,143,1243,101,1462,96,N,2,37,78,0.474,8,19,0.421,19,29,0.655,16,24,19,12,5,11,25,31,72,0.431,12,28,0.429,22,29,0.759,19,32,12,16,8,4,28
2010,143,1246,62,1165,45,N,0,22,50,0.440,2,16,0.125,16,26,0.615,13,28,15,13,12,6,17,16,48,0.333,5,21,0.238,8,13,0.615,7,21,8,15,6,3,22
2010,143,1452,69,1449,56,N,0,26,65,0.400,4,15,0.267,13,17,0.765,23,26,14,23,11,4,15,22,56,0.393,3,11,0.273,9,14,0.643,11,18,11,21,14,8,20
2010,144,1124,72,1388,49,N,0,28,61,0.459,8,17,0.471,8,10,0.800,15,26,14,7,8,1,9,19,54,0.352,6,22,0.273,5,8,0.625,10,19,14,10,1,4,12
2010,144,1181,70,1345,57,N,0,22,55,0.400,6,15,0.400,20,24,0.833,16,32,11,14,4,2,20,20,54,0.370,4,15,0.267,13,21,0.619,7,20,12,7,7,6,21
2010,144,1277,59,1320,52,N,0,19,44,0.432,7,19,0.368,14,19,0.737,6,26,15,10,8,3,19,17,44,0.386,4,16,0.250,14,21,0.667,4,22,4,10,6,3,13
2010,144,1397,76,1326,73,N,0,30,64,0.469,4,15,0.267,12,15,0.800,20,21,15,16,6,3,20,25,58,0.431,9,23,0.391,14,19,0.737,13,16,14,11,6,3,16
2010,145,1139,63,1243,56,N,0,21,46,0.457,7,15,0.467,14,20,0.700,12,29,9,20,7,1,16,22,57,0.386,5,15,0.333,7,14,0.500,11,18,8,13,11,6,19
2010,145,1452,73,1246,66,N,0,20,52,0.385,10,23,0.435,23,34,0.676,10,26,14,12,5,6,22,23,67,0.343,4,32,0.125,16,29,0.552,24,27,10,16,6,4,27
2010,146,1181,78,1124,71,N,0,22,61,0.361,11,23,0.478,23,29,0.793,23,20,15,11,7,0,15,27,59,0.458,5,18,0.278,12,19,0.632,17,20,14,11,8,8,21
2010,146,1277,70,1397,69,N,0,24,52,0.462,6,18,0.333,16,21,0.762,13,14,12,11,8,8,20,24,47,0.511,7,16,0.438,14,21,0.667,10,17,11,10,6,3,15
2010,152,1139,52,1277,50,N,0,15,49,0.306,5,21,0.238,17,24,0.708,11,21,5,8,12,2,17,18,42,0.429,4,11,0.364,10,18,0.556,8,28,11,16,3,4,21
2010,152,1181,78,1452,57,N,0,29,55,0.527,13,25,0.520,7,9,0.778,11,18,20,6,5,1,16,19,46,0.413,5,12,0.417,14,19,0.737,11,16,11,10,1,4,12
2010,154,1181,61,1139,59,N,0,23,52,0.442,5,17,0.294,10,16,0.625,11,26,12,12,5,7,14,20,58,0.345,6,18,0.333,13,18,0.722,14,21,7,8,4,0,18
2011,134,1155,70,1412,52,N,0,26,50,0.520,4,13,0.308,14,16,0.875,4,25,17,12,10,2,12,18,48,0.375,12,24,0.500,4,7,0.571,7,22,10,19,4,3,10
2011,134,1421,81,1114,77,N,1,27,54,0.500,4,12,0.333,23,28,0.821,6,29,17,15,6,1,25,24,56,0.429,9,29,0.310,20,26,0.769,7,26,19,16,6,2,24
2011,135,1427,70,1106,61,N,0,23,54,0.426,4,16,0.250,20,30,0.667,10,30,14,13,4,0,14,22,62,0.355,7,26,0.269,10,12,0.833,11,28,13,12,6,3,22
2011,135,1433,59,1425,46,N,0,20,59,0.339,9,24,0.375,10,15,0.667,17,23,11,9,5,3,24,15,38,0.395,1,9,0.111,15,25,0.600,5,26,4,15,2,6,20
2011,136,1139,60,1330,58,N,0,22,54,0.407,7,26,0.269,9,11,0.818,18,14,11,15,8,1,21,16,45,0.356,5,15,0.333,21,27,0.778,13,16,8,15,9,2,17
2011,136,1140,74,1459,66,N,0,24,61,0.393,6,22,0.273,20,24,0.833,10,29,14,10,9,1,22,22,56,0.393,4,19,0.211,18,24,0.750,7,29,12,13,4,4,20
2011,136,1153,78,1281,63,N,0,29,54,0.537,4,11,0.364,16,22,0.727,13,23,14,11,3,2,15,24,63,0.381,6,19,0.316,9,13,0.692,15,16,15,9,7,3,18
2011,136,1163,81,1137,52,N,0,32,66,0.485,9,24,0.375,8,9,0.889,13,36,20,6,5,6,13,16,51,0.314,7,21,0.333,13,15,0.867,1,22,6,5,3,1,10
2011,136,1196,79,1364,51,N,0,29,53,0.547,8,23,0.348,13,17,0.765,9,26,22,12,11,2,15,17,47,0.362,5,19,0.263,12,18,0.667,8,18,8,17,7,3,17
2011,136,1211,86,1385,71,N,0,28,52,0.538,9,15,0.600,21,26,0.808,12,31,20,15,6,2,15,27,58,0.466,7,15,0.467,10,15,0.667,5,15,9,10,10,4,22
2011,136,1243,73,1429,68,N,0,22,54,0.407,5,17,0.294,24,28,0.857,12,21,14,11,2,1,17,23,50,0.460,6,18,0.333,16,21,0.762,8,21,10,12,2,2,25
2011,136,1246,59,1343,57,N,0,24,47,0.511,5,11,0.455,6,11,0.545,6,20,12,9,5,7,8,24,52,0.462,3,14,0.214,6,7,0.857,8,20,8,6,8,2,11
2011,136,1287,62,1257,61,N,0,21,57,0.368,9,19,0.474,11,18,0.611,17,24,11,18,12,1,13,22,48,0.458,10,25,0.400,7,16,0.438,6,23,14,16,14,7,18
2011,136,1338,74,1421,51,N,0,25,59,0.424,8,19,0.421,16,25,0.640,22,28,18,12,4,1,16,17,55,0.309,3,19,0.158,14,19,0.737,9,18,9,10,7,6,21
2011,136,1350,69,1435,66,N,0,26,56,0.464,12,24,0.500,5,12,0.417,10,17,14,3,4,9,18,23,46,0.500,6,13,0.462,14,23,0.609,11,25,12,7,1,2,14
2011,136,1361,68,1294,50,N,0,27,66,0.409,9,22,0.409,5,8,0.625,15,30,11,4,5,5,8,19,56,0.339,8,22,0.364,4,8,0.500,9,24,8,9,2,0,7
2011,136,1396,66,1336,64,N,0,24,49,0.490,5,18,0.278,13,15,0.867,8,20,10,10,6,5,13,26,54,0.481,8,19,0.421,4,6,0.667,8,18,12,9,4,0,13
2011,136,1417,78,1277,76,N,0,22,48,0.458,4,11,0.364,30,47,0.638,13,26,13,16,7,8,20,25,62,0.403,10,25,0.400,16,21,0.762,15,21,20,16,9,8,28
2011,136,1452,84,1155,76,N,0,27,55,0.491,5,13,0.385,25,31,0.806,14,23,15,11,6,1,21,25,58,0.431,5,21,0.238,21,26,0.808,13,18,15,9,5,3,24
2011,136,1458,72,1125,58,N,0,20,40,0.500,12,22,0.545,20,25,0.800,6,27,13,13,3,2,17,18,49,0.367,6,22,0.273,16,22,0.727,6,16,12,7,7,0,21
2011,137,1112,77,1272,75,N,0,23,50,0.460,5,19,0.263,26,31,0.839,8,21,11,14,8,2,21,26,53,0.491,6,15,0.400,17,24,0.708,10,23,16,15,7,1,24
2011,137,1181,87,1214,45,N,0,32,60,0.533,9,19,0.474,14,16,0.875,9,29,17,9,9,4,11,19,55,0.345,4,14,0.286,3,7,0.429,9,20,4,17,2,1,17
2011,137,1199,57,1401,50,N,0,20,43,0.465,4,15,0.267,13,20,0.650,6,29,14,13,6,10,17,16,51,0.314,9,25,0.360,9,19,0.474,12,21,12,11,6,1,19
2011,137,1206,61,1437,57,N,0,21,52,0.404,4,14,0.286,15,24,0.625,12,24,12,9,3,1,15,19,52,0.365,7,22,0.318,12,17,0.706,10,25,10,9,5,5,19
2011,137,1228,73,1424,62,N,0,28,47,0.596,7,13,0.538,10,14,0.714,5,28,21,15,3,2,17,21,54,0.389,7,24,0.292,13,19,0.684,8,17,10,9,8,0,16
2011,137,1242,72,1131,53,N,0,29,57,0.509,9,20,0.450,5,8,0.625,11,29,19,14,5,1,13,18,51,0.353,9,25,0.360,8,12,0.667,6,19,10,12,6,3,16
2011,137,1266,66,1462,55,N,0,24,45,0.533,5,12,0.417,13,19,0.684,5,21,13,15,6,2,18,21,51,0.412,2,13,0.154,11,15,0.733,11,19,11,15,3,2,19
2011,137,1276,75,1397,45,N,0,33,64,0.516,9,26,0.346,0,1,0.000,12,24,20,11,5,2,17,15,43,0.349,3,18,0.167,12,16,0.750,6,20,10,18,4,5,13
2011,137,1314,102,1254,87,N,0,34,67,0.507,3,17,0.176,31,42,0.738,12,42,21,18,3,10,19,31,85,0.365,8,31,0.258,17,25,0.680,16,23,19,14,11,1,28
2011,137,1323,69,1103,56,N,0,21,47,0.447,7,17,0.412,20,26,0.769,6,35,16,14,5,5,11,23,64,0.359,7,21,0.333,3,6,0.500,8,24,10,8,6,4,21
2011,137,1326,75,1427,46,N,0,29,52,0.558,12,24,0.500,5,8,0.625,11,24,26,13,5,3,9,18,53,0.340,4,17,0.235,6,7,0.857,11,15,6,13,7,0,13
2011,137,1345,65,1389,43,N,0,23,54,0.426,5,15,0.333,14,17,0.824,14,33,12,16,7,3,13,17,58,0.293,5,21,0.238,4,6,0.667,9,19,9,14,10,2,19
2011,137,1393,77,1232,60,N,0,23,44,0.523,7,16,0.438,24,31,0.774,9,26,17,15,8,4,16,22,55,0.400,7,21,0.333,9,14,0.643,10,15,13,14,7,1,24
2011,137,1400,85,1324,81,N,0,30,63,0.476,4,9,0.444,21,26,0.808,15,27,14,10,4,9,14,33,75,0.440,7,29,0.241,8,11,0.727,17,21,12,7,7,3,17
2011,137,1433,74,1207,56,N,0,18,44,0.409,12,25,0.480,26,39,0.667,8,22,14,6,7,4,16,20,52,0.385,5,26,0.192,11,13,0.846,12,24,12,17,3,1,26
2011,137,1449,68,1208,65,N,0,26,60,0.433,4,18,0.222,12,14,0.857,11,18,10,5,6,1,19,23,50,0.460,5,12,0.417,14,19,0.737,11,25,9,15,3,1,13
2011,138,1139,71,1338,70,N,0,24,52,0.462,12,27,0.444,11,14,0.786,5,17,12,6,2,2,18,26,46,0.565,6,11,0.545,12,18,0.667,7,26,21,12,2,0,18
2011,138,1140,89,1211,67,N,0,31,59,0.525,14,28,0.500,13,15,0.867,4,23,17,8,10,6,19,24,57,0.421,2,9,0.222,17,21,0.810,12,24,18,15,4,5,19
2011,138,1163,69,1153,58,N,0,19,44,0.432,6,16,0.375,25,30,0.833,9,26,10,9,3,3,13,22,55,0.400,4,14,0.286,10,14,0.714,9,16,12,8,5,2,19
2011,138,1196,73,1417,65,N,0,27,54,0.500,6,14,0.429,13,17,0.765,8,24,13,8,2,4,18,23,55,0.418,3,13,0.231,16,25,0.640,14,21,12,8,4,5,14
2011,138,1246,71,1452,63,N,0,24,50,0.480,6,18,0.333,17,24,0.708,9,25,12,10,1,6,19,22,53,0.415,7,19,0.368,12,16,0.750,9,21,9,11,5,2,23
2011,138,1350,65,1287,48,N,0,26,55,0.473,4,16,0.250,9,13,0.692,10,22,18,6,5,4,12,18,48,0.375,2,14,0.143,10,15,0.667,12,22,7,9,4,3,16
2011,138,1361,71,1396,64,N,2,28,65,0.431,6,11,0.545,9,9,1.000,13,29,13,13,6,6,14,25,66,0.379,6,14,0.429,8,11,0.727,13,22,13,11,3,1,15
2011,138,1458,70,1243,65,N,0,21,50,0.420,9,20,0.450,19,23,0.826,10,20,12,5,4,2,18,22,48,0.458,6,12,0.500,15,22,0.682,10,22,7,8,3,0,22
2011,139,1112,70,1400,69,N,0,24,54,0.444,8,14,0.571,14,22,0.636,11,21,17,12,8,2,20,24,53,0.453,3,11,0.273,18,22,0.818,10,23,13,13,5,7,17
2011,139,1181,73,1276,71,N,0,25,49,0.510,5,20,0.250,18,25,0.720,10,23,12,11,1,2,18,27,53,0.509,7,21,0.333,10,11,0.909,4,18,13,7,7,0,23
2011,139,1199,71,1323,57,N,0,22,48,0.458,9,19,0.474,18,25,0.720,9,31,15,12,2,9,18,19,62,0.306,7,30,0.233,12,19,0.632,15,23,12,8,4,5,25
2011,139,1242,73,1228,59,N,0,27,52,0.519,4,12,0.333,15,20,0.750,7,29,17,12,5,2,11,23,60,0.383,6,21,0.286,7,9,0.778,10,21,16,12,7,2,18
2011,139,1266,66,1393,62,N,0,21,51,0.412,5,11,0.455,19,23,0.826,12,18,15,14,11,1,13,26,47,0.553,5,15,0.333,5,7,0.714,4,20,11,18,7,2,21
2011,139,1314,86,1449,83,N,0,31,66,0.470,6,12,0.500,18,23,0.783,12,25,18,9,7,5,9,33,72,0.458,10,19,0.526,7,7,1.000,14,26,17,13,6,2,20
2011,139,1326,98,1206,66,N,0,36,59,0.610,16,26,0.615,10,18,0.556,11,22,23,9,8,1,11,26,60,0.433,8,18,0.444,6,7,0.857,13,16,13,17,5,3,17
2011,139,1433,94,1345,76,N,0,37,65,0.569,8,21,0.381,12,14,0.857,9,26,26,4,4,2,13,30,67,0.448,8,25,0.320,8,11,0.727,13,20,20,7,3,6,15
2011,143,1112,93,1181,77,N,0,34,63,0.540,9,15,0.600,16,21,0.762,16,24,15,12,7,3,21,27,58,0.466,5,14,0.357,18,22,0.818,9,18,10,11,5,6,20
2011,143,1139,61,1458,54,N,0,19,45,0.422,5,18,0.278,18,26,0.692,10,27,7,14,8,2,19,17,56,0.304,7,29,0.241,13,19,0.684,12,19,9,11,7,3,20
2011,143,1163,74,1361,67,N,0,27,57,0.474,8,16,0.500,12,16,0.750,9,26,13,9,5,3,16,27,64,0.422,7,22,0.318,6,13,0.462,15,22,14,9,4,1,14
2011,143,1196,83,1140,74,N,1,31,65,0.477,11,34,0.324,10,22,0.455,10,35,23,15,8,5,12,25,71,0.352,10,37,0.270,14,16,0.875,12,30,13,12,11,1,19
2011,144,1242,77,1350,57,N,0,30,63,0.476,9,19,0.474,8,10,0.800,15,28,20,9,7,3,14,22,65,0.338,4,26,0.154,9,12,0.750,16,19,7,11,3,2,10
2011,144,1246,62,1326,60,N,0,22,48,0.458,6,17,0.353,12,14,0.857,7,25,11,11,3,11,18,19,58,0.328,6,16,0.375,16,22,0.727,16,20,7,7,6,1,14
2011,144,1314,81,1266,63,N,0,31,74,0.419,5,16,0.313,14,21,0.667,22,26,15,7,11,8,16,23,63,0.365,2,16,0.125,15,20,0.750,18,24,8,18,4,8,17
2011,144,1433,72,1199,71,N,1,24,53,0.453,12,26,0.462,12,20,0.600,7,25,18,17,12,1,20,26,71,0.366,7,19,0.368,12,18,0.667,21,26,7,16,8,6,19
2011,145,1139,74,1196,71,N,1,24,60,0.400,9,33,0.273,17,27,0.630,16,25,8,10,2,1,20,25,57,0.439,3,14,0.214,18,22,0.818,8,26,10,7,6,3,24
2011,145,1163,65,1112,63,N,0,23,56,0.411,5,17,0.294,14,18,0.778,11,20,10,5,5,6,15,24,61,0.393,4,21,0.190,11,16,0.688,19,23,14,9,3,1,12
2011,146,1246,76,1314,69,N,0,27,56,0.482,12,22,0.545,10,16,0.625,9,25,16,14,10,5,13,27,62,0.435,3,16,0.188,12,15,0.800,11,25,13,13,9,5,17
2011,146,1433,71,1242,61,N,0,21,53,0.396,12,25,0.480,17,22,0.773,9,26,14,13,7,1,18,22,62,0.355,2,21,0.095,15,28,0.536,19,26,10,14,8,6,20
2011,152,1139,70,1433,62,N,0,21,59,0.356,8,23,0.348,20,26,0.769,16,32,8,9,5,2,16,23,58,0.397,8,22,0.364,8,13,0.615,6,26,17,10,3,4,24
2011,152,1163,56,1246,55,N,0,23,49,0.469,1,12,0.083,9,11,0.818,6,32,16,15,5,3,13,21,62,0.339,9,27,0.333,4,12,0.333,15,22,12,10,11,3,12
